01012019;391783248;00068;31463548300014;140.00
01012019;391783248;00068;41765671700028;125.74
01012019;391783248;00068;DGFIP;00.00
01012020;391783248;00068;31463548300014;1869.00
01012020;391783248;00068;41765671700028;498.81
01012020;391783248;00068;P1020;226.78
01012020;391783248;00068;DGFIP;152.00
01012021;391783248;00068;31463548300014;1951.00
01012021;391783248;00068;41765671700028;544.42
01012021;391783248;00068;P1020;106.97
01012021;391783248;00068;DGFIP;109.00
01022020;391783248;00068;31463548300014;00.00
01022020;391783248;00068;41765671700028;498.81
01022020;391783248;00068;P1020;57.88
01022020;391783248;00068;DGFIP;144.00
01022019;391783248;00068;31463548300014;135.00
01022019;391783248;00068;41765671700028;121.27
01022019;391783248;00068;DGFIP;00.00
01022021;391783248;00068;31463548300014;1894.00
01022021;391783248;00068;41765671700028;503.38
01022021;391783248;00068;P1020;105.09
01022021;391783248;00068;DGFIP;104.00
01032019;391783248;00068;31463548300014;135.00
01032019;391783248;00068;41765671700028;121.27
01032019;391783248;00068;DGFIP;00.00
01032020;391783248;00068;31463548300014;00.00
01032020;391783248;00068;41765671700028;00.00
01032020;391783248;00068;P1020;30.22
01032020;391783248;00068;DGFIP;144.00
01032021;391783248;00068;31463548300014;1889.00
01032021;391783248;00068;41765671700028;498.81
01032021;391783248;00068;P1020;104.88
01032021;391783248;00068;DGFIP;104.00
01042020;391783248;00068;31463548300014;00.00
01042020;391783248;00068;41765671700028;12.41
01042020;391783248;00068;P1020;01.85
01042020;391783248;00068;DGFIP;142.00
01042019;391783248;00068;31463548300014;135.00
01042019;391783248;00068;41765671700028;121.27
01052019;391783248;00068;31463548300014;135.00
01052019;391783248;00068;41765671700028;121.27
01052020;391783248;00068;31463548300014;602.00
01052020;391783248;00068;41765671700028;111.62
01052020;391783248;00068;P1020;106.94
01052020;391783248;00068;DGFIP;142.00
01062019;391783248;00068;31463548300014;2022.00
01062019;391783248;00068;41765671700028;632.41
01062019;391783248;00068;DGFIP;127.00
01062020;391783248;00068;31463548300014;1244.00
01062020;391783248;00068;41765671700028;43.16
01062020;391783248;00068;P1020;75.02
01062020;391783248;00068;DGFIP;143.00
01072020;391783248;00068;31463548300014;1460.00
01072020;391783248;00068;41765671700028;46.74
01072020;391783248;00068;P1020;81.56
01072020;391783248;00068;DGFIP;144.00
01082020;391783248;00068;31463548300014;1500.00
01082020;391783248;00068;41765671700028;387.30
01082020;391783248;00068;P1020;91.44
01082020;391783248;00068;DGFIP;104.00
01082019;391783248;00068;31463548300014;1881.00
01082019;391783248;00068;41765671700028;506.11
01082019;391783248;00068;P1020;47.00
01082019;391783248;00068;DGFIP;127.00
01092019;391783248;00068;31463548300014;1881.00
01092019;391783248;00068;41765671700028;506.11
01092019;391783248;00068;P1020;47.00
01092019;391783248;00068;DGFIP;156.00
01092020;391783248;00068;31463548300014;1891.00
01092020;391783248;00068;41765671700028;503.38
01092020;391783248;00068;P1020;105.09
01092020;391783248;00068;DGFIP;104.00
01102019;391783248;00068;31463548300014;1881.00
01102019;391783248;00068;41765671700028;506.11
01102019;391783248;00068;P1020;47.00
01102019;391783248;00068;DGFIP;156.00
01102020;391783248;00068;31463548300014;1885.00
01102020;391783248;00068;41765671700028;498.81
01102020;391783248;00068;P1020;104.88
01102020;391783248;00068;DGFIP;104.00
01112019;391783248;00068;31463548300014;1881.00
01112019;391783248;00068;41765671700028;506.11
01112019;391783248;00068;P1020;47.00
01112019;391783248;00068;DGFIP;156.00
01122019;391783248;00068;31463548300014;1881.00
01122019;391783248;00068;41765671700028;506.11
01122019;391783248;00068;P1020;47.00
01122019;391783248;00068;DGFIP;143.00
01112020;391783248;00068;31463548300014;1885.00
01112020;391783248;00068;41765671700028;498.81
01112020;391783248;00068;P1020;104.88
01112020;391783248;00068;DGFIP;104.00
01122020;391783248;00068;31463548300014;1885.00
01122020;391783248;00068;41765671700028;498.81
01122020;391783248;00068;P1020;104.88
01122020;391783248;00068;DGFIP;104.00
01012019;391783248;00068;31463548300014;140.00
01012019;391783248;00068;41765671700028;125.74
01012019;391783248;00068;DGFIP;00.00
01012020;391783248;00068;31463548300014;1869.00
01012020;391783248;00068;41765671700028;498.81
01012020;391783248;00068;P1020;226.78
01012020;391783248;00068;DGFIP;152.00
01012021;391783248;00068;31463548300014;1951.00
01012021;391783248;00068;41765671700028;544.42
01012021;391783248;00068;P1020;106.97
01012021;391783248;00068;DGFIP;109.00
01022020;391783248;00068;31463548300014;00.00
01022020;391783248;00068;41765671700028;498.81
01022020;391783248;00068;P1020;57.88
01022020;391783248;00068;DGFIP;144.00
01022019;391783248;00068;31463548300014;135.00
01022019;391783248;00068;41765671700028;121.27
01022019;391783248;00068;DGFIP;00.00
01022021;391783248;00068;31463548300014;1894.00
01022021;391783248;00068;41765671700028;503.38
01022021;391783248;00068;P1020;105.09
01022021;391783248;00068;DGFIP;104.00
01032019;391783248;00068;31463548300014;135.00
01032019;391783248;00068;41765671700028;121.27
01032019;391783248;00068;DGFIP;00.00
01032020;391783248;00068;31463548300014;00.00
01032020;391783248;00068;41765671700028;00.00
01032020;391783248;00068;P1020;30.22
01032020;391783248;00068;DGFIP;144.00
01032021;391783248;00068;31463548300014;1889.00
01032021;391783248;00068;41765671700028;498.81
01032021;391783248;00068;P1020;104.88
01032021;391783248;00068;DGFIP;104.00
